episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy,loss_list
251,9,-1475.4564299363228,-20,0,2,4.286608468691508,101,253,15,14,15,
252,2,279.20034866930774,-20,0,1,3.7220954504609107,10,379,6,2,1,
253,7,-568.6973842746376,-20,0,4,3.489384032090505,53,322,5,7,11,
254,7,-320.7742699174329,-20,0,46,3.503342420756817,50,320,6,12,10,
255,6,-1473.825747005607,-20,0,15,3.389850452442964,43,315,12,11,17,
256,8,1038.0874666569307,-20,0,3,4.167189857562383,69,294,19,8,8,
257,10,1944.1580613379763,100,1,6,3.98876927336057,131,220,20,8,19,
258,9,1599.7517254405088,-20,0,37,3.8164076937238374,110,252,9,14,13,
259,7,1219.4405095753625,100,1,8,3.674582843184471,48,315,13,10,12,
260,5,963.3530636373765,105,1,30,3.590874598522981,32,339,8,9,10,
261,9,-1320.4699376086585,-20,0,3,3.970944482386112,104,253,19,10,12,
262,4,-465.7195827391181,105,1,3,3.7204160656531653,13,359,4,13,9,
263,10,2041.1993550671002,-20,0,4,3.7415178309877715,124,217,15,26,16,
264,8,-1551.5095346751925,-20,0,5,3.684386157989502,71,281,16,11,19,
265,7,-641.1474047293174,-20,0,5,3.7469378581643102,47,317,11,8,15,
266,9,-1350.5391697585987,-20,0,6,4.037449290454387,98,251,21,17,11,
267,5,1237.1272193734299,-20,0,14,3.6805903044342996,33,341,2,15,7,
268,8,738.1552865073156,-20,0,52,3.1007566010951995,67,290,14,13,14,
269,4,1005.1505024761937,105,1,11,3.4556209129095077,15,365,7,4,7,
270,5,739.8606087711403,-20,0,10,3.7560590097308157,33,337,5,10,13,
271,8,-683.7872331828537,105,1,22,3.7735236101349194,73,294,9,12,10,
272,10,2484.557647907209,120,1,23,3.8184904912114144,130,207,24,17,20,
273,10,2055.726423288041,100,1,7,3.539157804151376,127,215,21,9,26,
274,5,1549.4433825927565,100,1,4,3.8825407338142397,27,342,8,9,12,
275,7,1535.8689251165504,100,1,12,3.9136060631275176,54,310,14,9,11,
276,9,1670.9690309946068,100,1,8,3.9448402734597523,105,257,10,15,11,
277,4,855.2867296292162,100,1,7,3.999610934654872,15,363,4,8,8,
278,9,-991.02706319435,-20,0,15,3.608861999909083,85,257,19,21,16,
279,3,-758.474569114304,-20,0,5,3.444181658029556,2,380,2,6,8,
280,8,90.27325326633074,-20,0,25,3.9935552110274632,66,287,15,18,12,
281,10,1993.5937698510686,100,1,16,3.6776397158702214,130,221,20,11,16,
282,10,-244.7276517342236,-20,0,4,4.058638495703538,138,219,14,10,17,
283,5,1201.1566075526825,-20,0,7,3.7608619288603466,29,339,6,14,10,
284,9,1982.0772662234856,-20,0,7,3.3219888018568358,109,248,11,14,16,
285,10,1640.067642157687,-20,0,26,3.7354406934976576,128,214,22,15,19,
286,5,1237.4687180883684,105,1,3,3.9723022294044497,27,338,9,11,13,
287,5,1716.2545892442445,100,1,3,3.05516155342261,34,338,10,7,9,
288,5,-475.99558946095084,100,1,6,3.705147771437963,37,344,6,5,6,
289,4,1252.2325957858222,105,1,6,3.558360742330551,16,364,8,7,3,
290,3,-1331.3252209581053,-20,0,4,3.966886160969734,2,383,5,2,6,
291,9,1149.5697599759756,-20,0,27,3.7507612240314483,96,251,15,18,18,
292,10,2500.0648909713404,105,1,11,3.667719468474388,137,227,18,7,9,
293,6,-628.3473738440443,-20,0,3,3.976466004649798,52,315,10,9,12,
294,9,147.8973743847871,-20,0,12,3.776147597829501,102,260,19,8,9,
295,4,1401.639713349277,100,1,3,3.683513093094031,12,365,12,4,5,
296,8,214.9579188272946,-20,0,14,3.5533477984865507,64,291,16,13,14,
297,9,1718.4329147181202,100,1,16,4.210089019934336,94,262,16,14,12,
298,6,-1744.6756460211127,-20,0,2,3.8498498963316283,51,320,10,9,8,
299,4,-345.5618141818686,110,1,9,4.236382919947307,16,365,5,7,5,
300,9,-755.3227988560773,-20,0,3,3.9864469548066457,102,264,10,7,15,"[1.5146119594573975, 1.3104439973831177, 17.32125473022461, 3.3531222343444824, 1.9503175020217896, 1.544524908065796, 1.050105333328247, 1.6579172611236572, 3.8432650566101074, 1.367706060409546, 1.4985997676849365, 1.6065353155136108, 1.6967511177062988, 3.827699661254883, 3.588120460510254, 1.682854175567627, 27.0274600982666, 2.6532113552093506, 1.788022756576538, 1.241870403289795, 1.8855476379394531, 2.128241539001465, 19.799762725830078, 1.6139800548553467, 1.9332226514816284, 1.5820472240447998, 1.6324982643127441, 1.567739725112915, 2.239503860473633, 1.5316262245178223, 1.0885541439056396, 3.4028987884521484, 1.460369348526001, 1.2912299633026123, 1.5050568580627441, 1.5645105838775635, 1.5096620321273804, 2.6271121501922607, 1.9477500915527344, 1.8705192804336548, 1.4192415475845337, 2.0814013481140137, 2.2193288803100586, 2.5864455699920654, 2.1786036491394043, 1.9778101444244385, 2.047360420227051, 1.3360390663146973, 1.7192869186401367, 2.4161858558654785, 1.6877803802490234, 2.3380794525146484, 1.3587433099746704, 4.120495796203613, 2.159205675125122, 1.8202943801879883, 1.4601494073867798, 2.3471834659576416, 2.4921669960021973, 2.1695165634155273, 1.319568395614624, 1.8028650283813477, 13.556358337402344, 1.730505108833313, 2.150529384613037, 3.8482887744903564, 3.9798245429992676, 1.6120764017105103, 1.4033499956130981, 1.8131250143051147, 1.9983296394348145, 1.4692070484161377, 24.95392417907715, 2.364295244216919, 1.540163278579712, 24.236085891723633, 1.137537956237793, 2.1247737407684326, 2.010348320007324, 1.4058055877685547, 1.3624660968780518, 1.9422158002853394, 1.904038429260254, 1.8006176948547363, 2.052027702331543, 3.187138557434082, 1.6541564464569092, 1.691949486732483, 4.213736534118652, 1.58726167678833, 1.3384393453598022, 23.668075561523438, 2.5926032066345215, 1.5116615295410156, 1.5295913219451904, 1.8054089546203613, 48.95743942260742, 1.8211345672607422, 1.226736307144165, 2.2766785621643066, 2.2830750942230225, 1.5167677402496338, 1.9559589624404907, 4.318382740020752, 4.1580424308776855, 1.4432497024536133, 1.6510465145111084, 1.512587070465088, 2.145298719406128, 1.9512691497802734, 3.9140305519104004, 1.5114293098449707, 1.952254295349121, 2.750417470932007, 1.9164791107177734, 2.216517448425293, 2.324002742767334, 3.7767717838287354, 1.6816442012786865, 1.793418526649475, 1.665798544883728, 2.100393772125244, 1.442000150680542, 1.8003311157226562, 1.9027085304260254, 40.174835205078125, 1.6517422199249268, 1.9898812770843506, 1.5475386381149292, 1.1690104007720947, 1.0381155014038086, 2.381241798400879, 1.5430047512054443, 2.4812464714050293, 1.5696442127227783, 15.569611549377441, 1.8915492296218872, 4.96026086807251, 1.04793381690979, 37.84135055541992, 1.1674933433532715, 1.6940295696258545, 1.6734832525253296, 1.8213214874267578, 2.06616473197937, 2.280587673187256, 4.425020694732666, 2.027590274810791, 3.5740489959716797, 6.341401100158691, 1.9723204374313354, 1.514977216720581, 2.092700481414795, 1.5049282312393188, 2.099168300628662, 2.1292378902435303, 1.6269421577453613, 1.813569188117981, 1.712579607963562, 1.8613730669021606, 1.5741918087005615, 1.3218570947647095, 2.034268856048584, 1.9502108097076416, 0.9664847254753113, 1.2313464879989624, 1.3003112077713013, 1.2529182434082031, 1.4635637998580933, 1.8716615438461304, 1.7093327045440674, 1.3386759757995605, 1.5461533069610596, 1.4616055488586426, 1.5811978578567505, 3.348179817199707, 19.230907440185547, 2.0221595764160156, 1.6697343587875366, 17.438894271850586, 1.7078102827072144, 13.031389236450195, 2.0485172271728516, 1.7003288269042969, 11.334000587463379, 1.3029801845550537, 1.6673166751861572, 37.89836120605469, 29.843053817749023, 2.1077747344970703, 1.6968530416488647, 2.3627779483795166, 61.06519317626953, 2.8985061645507812, 3.0596179962158203, 1.6195404529571533, 2.793964147567749, 2.133322238922119, 2.2564539909362793, 3.6044647693634033, 2.1433820724487305, 1.4841824769973755, 1.7241053581237793, 1.6591277122497559, 1.880964994430542, 1.1889121532440186, 1.6860370635986328, 1.928495168685913, 1.9796981811523438, 3.166184186935425, 2.059932231903076, 2.6073453426361084, 25.516761779785156, 1.5618245601654053, 2.1308975219726562, 9.692112922668457, 1.4123575687408447, 1.40008544921875, 1.3295561075210571, 12.03200912475586, 1.8187384605407715, 29.73099708557129, 1.2949343919754028, 1.869403600692749, 1.6479921340942383, 1.652761459350586, 2.430485725402832, 2.105882167816162, 1.5647162199020386, 3.8843088150024414, 13.243104934692383, 2.3732144832611084, 1.6264252662658691, 1.118396282196045, 1.4245014190673828, 26.200904846191406, 2.116835832595825, 5.440953731536865, 1.8737887144088745, 1.8377959728240967, 1.276231050491333, 2.18519926071167, 1.5949100255966187, 1.1199591159820557, 1.1919727325439453, 1.8106770515441895, 1.849452018737793, 1.6863480806350708, 1.2370431423187256, 2.2711167335510254, 1.498881459236145, 2.0442018508911133, 1.7453556060791016, 2.0678610801696777, 1.931589126586914, 2.0247812271118164, 1.966564655303955, 1.7668766975402832, 1.6204133033752441, 1.7850483655929565, 1.7717949151992798, 1.579143762588501, 1.8846678733825684, 1.625466227531433, 1.9869128465652466, 1.5523951053619385, 45.372528076171875, 1.3922460079193115, 24.897945404052734, 1.6321747303009033, 2.113348960876465, 2.0399367809295654, 2.1773459911346436, 1.0890157222747803, 2.0299506187438965, 1.3345444202423096, 25.484651565551758, 1.1821775436401367, 1.081263780593872, 1.896090030670166, 1.5172938108444214, 1.4975357055664062, 1.6433902978897095, 25.03519058227539, 18.22521209716797, 1.827868938446045, 3.948631763458252, 1.6560468673706055, 2.130730152130127, 2.58552885055542, 1.2873857021331787, 1.8012399673461914, 19.093185424804688, 1.968142032623291, 2.5861988067626953, 2.37534761428833, 2.1190185546875, 2.8981947898864746, 2.846559524536133, 1.5216395854949951, 18.607990264892578, 2.353710174560547, 1.7288848161697388, 4.77741813659668, 1.4262126684188843, 2.0064749717712402, 1.3504223823547363, 1.257396936416626, 2.211944341659546, 4.56356143951416, 0.9389024376869202, 10.088814735412598, 1.5121052265167236, 1.4956661462783813, 5.933537483215332, 1.063281774520874, 1.8706533908843994, 1.4200775623321533, 1.3483033180236816, 2.9838075637817383, 1.8729374408721924, 1.6548489332199097, 1.8717085123062134, 1.4255328178405762, 1.808875560760498, 0.9783587455749512, 1.925011396408081, 29.500537872314453, 2.109467029571533, 0.9513249397277832, 9.771860122680664, 2.451577663421631, 0.9803034067153931, 1.52480149269104, 1.2665657997131348, 1.2790244817733765, 1.2962634563446045, 1.5373660326004028, 26.533931732177734, 1.645688533782959, 1.4419705867767334, 1.469914436340332, 19.499897003173828, 1.2353532314300537, 1.1333009004592896, 2.3287155628204346, 4.107866287231445, 0.9424890279769897, 1.8351958990097046, 1.4518548250198364, 18.741046905517578, 1.9149649143218994, 1.5211656093597412, 2.0784645080566406, 1.6446523666381836, 19.141756057739258, 1.387624740600586, 3.255141019821167, 2.123023748397827, 2.229595422744751, 1.3178021907806396, 1.3641878366470337, 2.385200023651123, 3.5135841369628906, 1.5077874660491943, 1.9385614395141602, 1.632720708847046, 1.7326643466949463, 1.2164225578308105, 1.7671478986740112, 3.17240047454834, 1.2766249179840088, 1.6868624687194824, 1.263711929321289, 1.6029224395751953, 1.6798503398895264, 1.500980257987976, 1.5006062984466553, 1.191124439239502, 4.090970993041992, 2.045395612716675, 13.42419147491455, 1.7537362575531006, 2.9170308113098145, 2.2825067043304443, 1.3461744785308838, 1.1823792457580566, 3.7223598957061768, 1.4195818901062012, 1.192649245262146, 1.2953476905822754, 31.936542510986328, 2.1279568672180176, 28.03104019165039, 4.6335835456848145, 4.15664005279541, 2.1176235675811768, 2.519926071166992, 31.321950912475586, 1.7610657215118408, 2.0604324340820312, 1.542718768119812, 1.9945077896118164, 4.690604209899902, 1.6018240451812744, 5.854050159454346, 1.5424884557724, 2.081357717514038, 2.1256871223449707, 1.4956982135772705, 0.8464312553405762, 1.1735155582427979, 1.9450181722640991, 2.0011961460113525, 1.337885856628418, 1.7842042446136475, 1.7410368919372559, 1.956594467163086, 1.9068759679794312, 3.595745086669922, 1.57323157787323, 1.6739799976348877, 2.291347026824951, 1.9423084259033203, 1.8973395824432373, 1.7171120643615723, 1.8887183666229248, 1.5209782123565674, 1.5092494487762451, 1.4736967086791992, 1.5084152221679688, 1.2599642276763916, 26.597816467285156, 1.4173990488052368, 1.5940403938293457, 2.0388970375061035, 1.9858698844909668, 1.8664824962615967, 1.9416793584823608, 1.2326173782348633, 1.627025842666626, 1.3731951713562012, 1.2706726789474487, 1.5708794593811035, 4.111565589904785, 1.9840892553329468, 2.1079654693603516, 2.1594882011413574, 1.9709737300872803, 1.1751080751419067, 2.9565465450286865, 1.401764988899231, 1.3439475297927856, 22.523996353149414, 2.00864839553833, 1.6393013000488281, 1.5735124349594116, 1.803734540939331, 2.108853816986084, 1.4986634254455566, 1.3978219032287598, 1.6787225008010864, 1.390244483947754, 2.0390686988830566, 26.165691375732422, 1.539695382118225, 1.9959378242492676, 23.41413116455078, 4.533614158630371, 2.0428194999694824, 1.427278757095337, 1.5571575164794922, 1.5101139545440674, 1.5908108949661255, 1.7383625507354736, 1.5320613384246826, 2.0272622108459473, 1.6425200700759888, 37.20050811767578, 1.4534796476364136, 1.6773067712783813, 2.584181308746338, 1.691612720489502, 1.6752166748046875, 3.7166686058044434, 1.420998215675354, 1.8945157527923584, 1.796413540840149, 1.0894558429718018, 1.487852692604065, 2.6739957332611084, 1.7841674089431763, 1.6331580877304077, 1.4317975044250488, 1.101008653640747, 2.3383984565734863, 13.222818374633789, 2.4652867317199707, 1.842626690864563, 1.6188559532165527, 1.6880379915237427, 1.4464136362075806, 1.9991912841796875, 1.372393250465393, 2.2562732696533203, 1.3456425666809082, 2.2356114387512207, 3.001929521560669, 1.6229560375213623, 1.4353041648864746, 2.1151227951049805, 2.381801128387451, 1.8082165718078613, 1.6124939918518066, 2.131221294403076, 1.5135598182678223, 1.1693274974822998, 3.9337704181671143, 2.1128859519958496, 1.1906967163085938, 1.6984519958496094, 3.4464170932769775, 1.6880214214324951, 1.3578605651855469, 25.801061630249023, 1.080664038658142, 1.871462345123291, 4.481020450592041, 1.6799399852752686, 1.304301381111145, 2.225311279296875, 1.5645482540130615, 1.7256289720535278, 3.395587921142578, 1.905185341835022, 1.808286190032959, 3.7323546409606934, 1.1508793830871582, 27.7762451171875, 1.8949166536331177, 1.3409671783447266, 1.2434706687927246, 1.5071845054626465, 1.3169111013412476, 1.5788977146148682, 1.182234287261963, 1.9508247375488281, 1.136261224746704, 1.393528699874878, 1.6846691370010376, 2.120551586151123, 1.5325958728790283, 1.8935835361480713, 1.864290475845337, 1.7958111763000488, 2.1561317443847656, 1.7899916172027588, 2.0606913566589355, 1.8034038543701172, 1.9666094779968262, 1.4089701175689697, 31.162809371948242, 1.781769037246704, 1.972951889038086, 1.557870626449585, 1.4594695568084717, 1.6823935508728027, 3.021207094192505, 1.6905865669250488, 1.6928120851516724, 12.753976821899414, 2.2922863960266113, 1.106204628944397, 1.7561935186386108, 1.5445618629455566, 1.8293348550796509, 25.40517807006836, 37.354366302490234, 1.481726884841919, 1.0760722160339355, 1.8133584260940552, 1.7252471446990967, 1.2339122295379639, 1.6181440353393555, 1.823570966720581, 1.824131727218628, 1.7608658075332642, 1.0358589887619019, 1.4774346351623535, 1.6378587484359741, 1.4594695568084717, 2.4885222911834717, 4.754330158233643, 1.4600005149841309, 6.498268127441406, 2.243687629699707, 1.2145589590072632, 4.282542705535889, 1.3109157085418701, 2.3035175800323486]"
301,8,1231.3037932130228,105,1,11,3.6397533226013183,71,291,14,11,11,
302,8,1841.5605649818838,100,1,7,3.896222797135512,72,286,15,9,16,
303,4,-795.2062656304463,-20,0,35,3.9459495574235914,12,367,4,10,5,
304,6,930.3546727299205,-20,0,52,3.9636580365896226,49,316,11,13,9,
305,7,1335.3224623703663,105,1,6,4.1282131027181945,53,314,6,11,14,
306,9,-73.84204632748401,-20,0,5,4.103047502040863,95,254,15,15,19,
307,9,382.031237810779,-20,0,4,3.791501367588838,104,253,14,10,17,
308,10,-968.7710788744698,-20,0,3,3.8271764523784317,118,223,18,17,22,
309,7,-1224.339462958856,-20,0,11,3.9744665641585986,49,315,10,10,14,
310,10,-487.3865341317303,-20,0,9,3.481215073565642,133,224,13,16,12,
311,5,-1866.3608877554343,-20,0,4,3.654932941198349,26,343,11,10,8,
312,9,1598.4308692658003,-20,0,11,3.6534800125161806,102,259,15,8,14,
313,7,1599.2455971915083,100,1,4,3.788045735458533,46,312,18,11,11,
314,6,1835.0524384790574,100,1,12,3.7197118445237476,59,319,8,7,5,
315,10,2342.731707996026,100,1,14,3.965956331193447,134,217,19,12,16,
316,5,414.11856860816164,-20,0,14,3.8252426544825235,39,341,4,8,6,
317,3,-1352.1994149803852,-20,0,2,3.620365771949291,3,380,6,3,6,
318,10,-471.78247252577034,-20,0,8,4.312071898976962,135,212,21,13,17,
319,8,-1397.1207424544673,-20,0,4,3.55494004180034,67,284,23,17,7,
320,8,1262.8034005577629,-20,0,5,3.533402788043022,69,292,15,13,9,
321,1,202.3007897208745,100,1,3,4.167735662062963,4,391,0,1,2,
322,5,-675.5563332594717,-20,0,7,3.930390675365925,38,338,6,9,7,
323,9,-758.1472136099005,-20,0,10,3.8340840762853623,95,255,15,19,14,
324,7,-1621.758635988322,-20,0,11,3.7711689096689223,44,320,16,8,10,
325,10,-868.5013460117779,-20,0,5,3.7097909105817477,129,221,14,14,20,
326,5,1134.6237820638876,-20,0,4,3.85246165672938,32,343,9,4,10,
327,7,-1251.3717282042921,-20,0,1,3.9219304398695627,53,318,12,10,5,
328,10,-1363.9884642413385,-20,0,7,4.250272493163744,135,213,13,14,23,
329,1,948.9822026031936,100,1,2,4.199792928099632,1,393,1,0,3,
330,7,-1126.1599269774895,-20,0,2,3.769431672990322,49,318,14,11,6,
331,7,-783.5346396752616,-20,0,6,3.8254716360569,47,315,14,13,9,
332,4,-698.2038702403955,-20,0,3,3.859227975507577,12,367,7,7,5,
333,5,-1391.2880724578179,-20,0,2,3.7209149158000945,22,348,6,10,12,
334,3,-633.3996646440658,-20,0,34,4.020028356413047,6,380,2,5,5,
335,10,2373.8164952640136,125,1,23,3.889361026684443,141,221,15,11,10,
336,2,829.274160773547,115,1,11,4.218339036901792,12,378,2,2,4,
337,8,-102.95306378816763,-20,0,6,4.550684220095476,69,290,10,18,11,
338,7,1279.7789176717881,-20,0,2,3.9146153948704403,49,317,11,8,13,
339,3,-173.79776411193376,105,1,8,3.9914812061190603,10,379,4,1,4,
340,3,699.1853845554294,110,1,11,3.9437351401646934,7,380,2,5,4,
341,5,1729.6048749752313,105,1,11,3.772375911275546,32,346,8,5,7,
342,9,277.9629938978928,-20,0,3,3.731180193622907,88,257,18,13,22,
343,9,-690.9513077648744,-20,0,12,4.324372989336649,97,253,25,8,15,
344,6,-417.15147013168223,-20,0,40,3.568441060781479,49,317,13,10,9,
345,10,2098.537950774604,100,1,17,3.565364256501198,135,215,15,19,14,
346,9,1134.3238426205307,-20,0,6,3.6096512757738433,110,257,12,8,11,
347,5,1309.6461868289603,105,1,13,3.890710963010788,32,340,7,10,9,
348,3,-1345.6909580576353,-20,0,17,4.203643056849638,3,379,6,6,4,
349,7,945.2127124096604,-20,0,11,3.996374732752641,55,310,12,12,9,
