episode,difficulty,reward,solver_score,solver_success,path_length,loss_avg,empty,wall,lava,treasure,enemy,loss_list
3582,5,4547.032770028747,100,1,6,7.983814350465933,47,347,1,2,1,
3583,2,4981.986909959737,100,1,4,8.974278235236804,17,378,0,2,1,
3584,6,4609.991792014737,100,1,12,7.978763609280189,73,318,2,3,2,
3585,7,3371.5956305072223,100,1,4,8.484898898800214,67,323,2,3,3,
3586,7,4478.358582450433,-20,0,9,8.8095365618666,69,324,1,2,2,
3587,5,4846.756646994758,100,1,14,8.069756727268299,52,341,0,3,2,
3588,10,5131.710557646346,110,1,20,8.912338778674602,149,231,12,4,2,
3589,10,4927.462406225052,100,1,12,9.149593010246754,160,229,3,3,3,
3590,1,4312.300789720886,105,1,4,8.548328483104706,4,391,0,2,1,
3591,6,4317.742318328957,100,1,17,8.793830860952536,69,324,0,3,2,
3592,8,4530.229621476111,100,1,5,9.016301926225424,86,298,3,6,5,
3593,8,4936.721963807414,110,1,12,8.326944568852584,95,292,1,7,3,
3594,10,4656.877786245315,100,1,18,9.04874356597662,159,229,5,1,4,
3595,10,4842.21974813004,100,1,24,7.8393791622420155,148,230,13,1,6,
3596,3,4476.40406390651,105,1,8,10.276507600496213,15,380,0,2,1,
3597,10,5122.052033505236,-20,0,2,8.10481076469024,154,234,1,4,5,
3598,4,5017.437443148493,100,1,4,10.520186359236638,29,367,0,1,1,
3599,10,2707.6422867067845,100,1,19,7.985521210332712,154,228,5,6,5,
3600,9,4249.694408755202,100,1,21,9.21357857545217,121,269,1,2,5,"[1.4508215188980103, 2.211947441101074, 1.697336196899414, 1.3194992542266846, 1.3487012386322021, 20.695371627807617, 20.469860076904297, 1.3377649784088135, 1.4850214719772339, 1.6374738216400146, 1.214830756187439, 1.2261240482330322, 1.529900074005127, 1.8703551292419434, 1.7957143783569336, 1.261256456375122, 1.0505460500717163, 1.3160595893859863, 1.5283026695251465, 0.840713381767273, 19.715410232543945, 1.7315359115600586, 1.6877368688583374, 0.5930622220039368, 19.85401725769043, 1.4289302825927734, 2.0711112022399902, 1.453543782234192, 1.760962724685669, 52.649253845214844, 1.7399253845214844, 0.9669760465621948, 1.6558336019515991, 1.7958890199661255, 19.683683395385742, 1.354690670967102, 1.0643725395202637, 1.5902973413467407, 1.1721559762954712, 1.5185027122497559, 1.1984386444091797, 1.4822089672088623, 0.8259215354919434, 1.5457490682601929, 0.9508498311042786, 17.013410568237305, 66.186767578125, 1.557746410369873, 18.304492950439453, 1.2828068733215332, 0.6904295682907104, 1.4360249042510986, 0.7693437337875366, 1.1802003383636475, 1.0205966234207153, 1.371658205986023, 0.7022817134857178, 1.186206579208374, 1.0078182220458984, 63.97062301635742, 18.286907196044922, 0.8030419945716858, 1.1594568490982056, 1.4591095447540283, 20.474048614501953, 0.6856016516685486, 1.2171642780303955, 61.74763107299805, 1.0051966905593872, 1.3424615859985352, 0.9914366602897644, 1.6343212127685547, 1.4902989864349365, 73.60328674316406, 1.3011130094528198, 2.0566043853759766, 16.783042907714844, 17.910049438476562, 1.009229063987732, 1.2464741468429565, 1.0161786079406738, 1.5807362794876099, 0.8960041403770447, 1.4352571964263916, 1.3842980861663818, 0.9909219145774841, 1.514377474784851, 63.81077194213867, 0.9005945920944214, 1.491573452949524, 0.8443996906280518, 60.65058517456055, 1.1649391651153564, 20.76255226135254, 0.7870930433273315, 1.5399624109268188, 1.4031457901000977, 1.1173419952392578, 2.4889726638793945, 1.9157521724700928, 1.3562272787094116, 1.0581703186035156, 1.3239771127700806, 49.177711486816406, 0.5136999487876892, 1.07859468460083, 63.31995391845703, 52.17034912109375, 18.48139190673828, 1.2698991298675537, 1.543377161026001, 1.4005926847457886, 49.08002471923828, 1.3024406433105469, 1.506880521774292, 1.6264536380767822, 60.247833251953125, 0.8953688740730286, 1.8155405521392822, 0.857338547706604, 1.7231334447860718, 1.6942059993743896, 1.8718080520629883, 20.202913284301758, 1.4222776889801025, 1.4969482421875, 1.4255430698394775, 1.3097907304763794, 27.859161376953125, 1.606631875038147, 1.3005757331848145, 1.3638304471969604, 2.509260654449463, 21.33837890625, 2.0920944213867188, 1.9194037914276123, 1.636082410812378, 2.363335609436035, 0.7371822595596313, 0.9689488410949707, 19.199111938476562, 51.21605682373047, 1.1821178197860718, 1.4170207977294922, 0.5708786249160767, 96.07799530029297, 74.00325012207031, 1.6195123195648193, 0.7294117212295532, 0.96809321641922, 0.9348416924476624, 18.147750854492188, 59.77250671386719, 1.2250066995620728, 131.5770263671875, 0.7703966498374939, 53.35538864135742, 51.40610122680664, 1.487899899482727, 0.6860992908477783, 1.2868587970733643, 1.7792298793792725, 0.707451343536377, 0.7339454293251038, 1.6165101528167725, 1.0348131656646729, 0.8820736408233643, 2.0371105670928955, 19.61726951599121, 20.221433639526367, 2.2207202911376953, 1.1701319217681885, 1.070670247077942, 1.805727481842041, 1.2893152236938477, 0.9114053249359131, 1.952831506729126, 1.526684045791626, 1.4649226665496826, 1.8200217485427856, 1.0141136646270752, 1.2781221866607666, 1.3141402006149292, 1.2908624410629272, 1.1949578523635864, 0.9863370656967163, 0.9035385251045227, 1.3641817569732666, 2.1433591842651367, 56.61661911010742, 1.1495096683502197, 1.8129162788391113, 2.210749626159668, 0.9930028915405273, 60.97422790527344, 17.79657745361328, 2.4617223739624023, 17.71181869506836, 1.3701900243759155, 1.566184163093567, 1.6653937101364136, 1.818150281906128, 62.40778732299805, 2.6971702575683594, 27.812973022460938, 1.436630129814148, 1.9523612260818481, 2.0409622192382812, 1.3801190853118896, 1.7310553789138794, 1.1506891250610352, 1.937760353088379, 20.43413734436035, 27.332412719726562, 2.1814515590667725, 1.703749656677246, 1.3395068645477295, 1.0695359706878662, 1.1499958038330078, 0.9180437326431274, 1.3804361820220947, 0.7246572375297546, 1.0621658563613892, 1.9057292938232422, 1.454580545425415, 1.2430834770202637, 1.6126285791397095, 1.0007768869400024, 2.470215320587158, 1.4117484092712402, 1.4031856060028076, 1.3025767803192139, 1.2103301286697388, 65.27661895751953, 1.137836217880249, 1.5849144458770752, 1.8584768772125244, 1.5018707513809204, 0.9447866678237915, 2.1041812896728516, 1.5315417051315308, 1.1954102516174316, 0.9095373153686523, 1.5433796644210815, 19.19277572631836, 0.8867082595825195, 112.94816589355469, 1.0980241298675537, 1.3632309436798096, 2.629119634628296, 75.56074523925781, 1.2623285055160522, 63.7470588684082, 20.48975944519043, 1.1867356300354004, 1.6396349668502808, 1.58858323097229, 1.7253296375274658, 0.8106667399406433, 1.5075931549072266, 1.5064518451690674, 1.23966646194458, 0.8470895290374756, 1.7367552518844604, 1.7773714065551758, 1.5989230871200562, 1.8277480602264404, 1.4466052055358887, 1.3035755157470703, 1.8886194229125977, 0.9628322124481201, 1.4701645374298096, 1.0220837593078613, 1.1657060384750366, 2.527362823486328, 1.670407772064209, 1.4359471797943115, 0.767181396484375, 19.54701805114746, 2.03406023979187, 1.146376132965088, 1.3013174533843994, 1.006602168083191, 1.2995645999908447, 1.080667495727539, 0.857518196105957, 1.3575618267059326, 1.9396820068359375, 1.2399306297302246, 19.15411949157715, 1.131575584411621, 61.07847595214844, 0.658119797706604, 1.0482921600341797, 1.227950096130371, 1.373467206954956, 0.9338208436965942, 1.2681684494018555, 1.5509718656539917, 49.30386734008789, 2.0430359840393066, 1.727643370628357, 1.4409911632537842, 0.9227578639984131, 1.0415222644805908, 1.2617003917694092, 67.25546264648438, 1.1404680013656616, 1.3816547393798828, 1.6072207689285278, 1.1567447185516357, 1.221367359161377, 1.6573431491851807, 60.57474136352539, 1.2856738567352295, 17.91849136352539, 1.0633118152618408, 1.2200640439987183, 17.28404998779297, 1.2088868618011475, 1.7914080619812012, 1.3895490169525146, 1.9006725549697876, 0.9775770306587219, 1.452190637588501, 1.6710803508758545, 34.19923782348633, 1.6537976264953613, 1.0046554803848267, 1.3068609237670898, 57.63895797729492, 20.461484909057617, 20.82624626159668, 1.5959827899932861, 2.061664581298828, 0.8082987070083618, 20.55372428894043, 1.7000102996826172, 1.5368282794952393, 36.95011901855469, 1.6109871864318848, 1.1760470867156982, 1.1898307800292969, 57.0561408996582, 1.5333844423294067, 1.85055410861969, 1.7460691928863525, 21.12746810913086, 1.1805200576782227, 1.6475729942321777, 1.190497875213623, 1.3868318796157837, 51.79853439331055, 20.481964111328125, 51.92702102661133, 1.4823503494262695, 1.7014238834381104, 1.777153491973877, 1.2588634490966797, 0.7709518671035767, 1.4332796335220337, 1.2090442180633545, 26.793991088867188, 2.2759900093078613, 1.0935330390930176, 1.233992099761963, 0.9322117567062378, 0.9530904293060303, 1.1450692415237427, 1.584275245666504, 1.3104732036590576, 19.044803619384766, 21.14202117919922, 1.621579647064209, 19.658262252807617, 60.2438850402832, 1.0853815078735352, 1.3198014497756958, 1.7124226093292236, 0.9043869972229004, 0.6744436025619507, 1.8594112396240234, 56.803993225097656, 18.17947769165039, 1.3401716947555542, 0.7218201160430908, 1.0231834650039673, 1.2911794185638428, 19.244626998901367, 1.491957426071167, 1.0650885105133057, 1.110689640045166, 19.16074562072754, 82.23214721679688, 1.1068289279937744, 16.5614013671875, 0.5769685506820679, 1.2277487516403198, 1.5118327140808105, 2.4912333488464355, 0.8310883641242981, 0.9125347137451172, 2.213782787322998, 1.1043028831481934, 1.3076667785644531, 1.2380738258361816, 1.2991904020309448, 2.6347429752349854, 1.2713284492492676, 1.44465970993042, 1.2876079082489014, 1.5603692531585693, 1.7472423315048218, 1.2175178527832031, 1.6539465188980103, 1.9020228385925293, 1.7935867309570312, 1.7475255727767944, 51.337066650390625, 1.4545660018920898, 1.339984655380249, 1.3231561183929443, 1.8888397216796875, 0.994713544845581, 1.3345060348510742, 18.983909606933594, 1.203528881072998, 19.636058807373047, 20.016639709472656, 1.8781983852386475, 2.2046587467193604, 1.7787971496582031, 1.6825435161590576, 0.803656816482544, 1.8534613847732544, 1.6585203409194946, 1.2406270503997803, 1.5554454326629639, 60.28889083862305, 1.8578555583953857, 1.7885408401489258, 19.192811965942383, 0.9638320207595825, 1.4581208229064941, 0.8856198191642761, 1.435943603515625, 1.1112446784973145, 0.853917121887207, 20.212646484375, 1.2657623291015625, 1.267343282699585, 65.1919174194336, 1.4984172582626343, 1.6826155185699463, 63.61850357055664, 1.3651483058929443, 1.2025442123413086, 1.7343171834945679, 2.125361919403076, 0.8009053468704224, 1.422804832458496, 60.45771789550781, 1.6757335662841797, 61.3135986328125, 1.9918941259384155, 0.8574559688568115, 16.72477912902832, 1.181591510772705, 1.6902680397033691, 37.45258331298828, 1.118385672569275, 1.12580144405365, 2.231879711151123, 2.561652183532715, 1.5486552715301514, 1.754152536392212, 17.99808120727539, 0.9503181576728821, 1.8239208459854126, 1.0257830619812012, 1.4117549657821655, 1.1594264507293701, 18.891067504882812, 1.7784528732299805, 18.341859817504883, 1.2098395824432373, 1.345389485359192, 1.439637303352356, 1.407605528831482, 1.4326640367507935, 1.248133659362793, 1.2029298543930054, 58.01470947265625, 1.409635066986084, 62.37550735473633, 2.0520169734954834, 1.6744132041931152, 2.067007541656494, 1.0861496925354004, 0.7098269462585449, 1.3150743246078491, 1.7582733631134033, 1.9009945392608643, 1.6958686113357544, 2.515744686126709, 2.043994903564453, 1.4779391288757324, 1.9661214351654053, 1.754794955253601, 17.83798599243164, 21.046428680419922, 1.930458664894104, 1.8399865627288818, 1.6948915719985962, 1.0407495498657227, 37.0562858581543, 36.314144134521484, 64.09929656982422, 1.5169792175292969, 1.1765499114990234, 1.783870816230774, 1.1298861503601074, 19.94232940673828, 0.9261590242385864, 56.61888885498047, 2.0199103355407715, 1.5690133571624756, 0.7445430755615234, 1.6552844047546387, 1.729207992553711, 1.4819027185440063, 1.9312682151794434, 2.074929714202881, 1.953972339630127, 20.496129989624023, 1.4635865688323975, 64.13168334960938, 1.1863079071044922, 2.2020599842071533, 1.332878828048706, 1.060508131980896, 1.3950159549713135, 0.6700249910354614, 1.5479621887207031, 1.4620305299758911, 1.7280290126800537, 53.49120330810547, 0.9889588952064514, 2.158905029296875, 56.51959991455078, 18.626638412475586, 1.1545684337615967, 1.1960399150848389, 54.708335876464844, 1.389458179473877, 1.5937293767929077, 1.5929193496704102, 0.6852720379829407, 2.3216001987457275, 1.2396576404571533, 2.0016918182373047, 1.2168022394180298, 1.000038981437683, 0.9355294108390808, 35.91515350341797, 1.910703420639038, 20.909948348999023, 1.779414176940918, 1.6203739643096924, 1.771129846572876, 19.49199676513672, 2.0968353748321533, 1.1936076879501343, 0.9318850040435791, 61.285400390625, 2.262190580368042, 1.2915722131729126, 1.3479136228561401, 1.331362009048462, 1.6710879802703857, 1.7680106163024902, 1.7608108520507812, 1.346714735031128, 1.6129660606384277, 0.957996129989624, 1.6809909343719482, 19.697751998901367, 20.470680236816406, 2.190033435821533, 1.18315851688385, 15.308313369750977, 1.664536476135254, 2.3011136054992676, 1.5468204021453857, 15.442397117614746, 1.4938104152679443, 36.44062805175781, 1.572978138923645, 0.8336902260780334, 54.381080627441406]"
3601,7,4062.402249085665,100,1,11,7.896775300602118,61,323,7,3,4,
3602,6,2615.428920892098,105,1,15,8.547156400283178,72,316,2,6,2,
3603,10,4254.669335483497,105,1,16,8.915004130601883,160,228,4,2,4,
3604,6,4271.402032966036,105,1,17,7.98598121146361,70,324,0,3,1,
3605,7,4872.977549562195,100,1,13,8.318999406496683,69,321,2,4,2,
3606,5,4659.120415574834,100,1,16,9.173209631741047,47,348,0,1,2,
3607,10,4208.752426759442,-20,0,5,9.334142613907655,162,224,3,4,5,
3608,8,4361.453962383568,100,1,21,7.831734779079755,91,291,8,3,5,
3609,7,4033.2853782000616,-20,0,5,8.14725906531016,65,322,2,8,1,
3610,5,1764.3536444549798,105,1,12,8.358444012105466,53,341,1,1,2,
3611,8,5216.347770901324,100,1,19,9.117205402950447,85,296,4,9,4,
3612,7,4803.445182534487,100,1,14,8.78699424992005,71,319,2,3,3,
3613,6,1843.9876449841333,-20,0,9,9.708362808525562,68,327,0,1,2,
3614,3,4323.660544365393,115,1,7,8.00902614062031,13,379,0,5,1,
3615,7,5174.041960234883,100,1,7,8.527740978002548,66,325,1,5,1,
3616,8,4709.026814776979,105,1,19,8.069668612778187,92,294,2,5,5,
3617,4,3916.087754792558,105,1,10,8.621601276795069,31,361,2,3,1,
3618,10,5004.378521454996,100,1,14,8.220530885855357,152,229,4,9,4,
3619,10,4047.871155073742,100,1,3,8.502558897535007,149,219,22,2,6,
3620,5,5177.625471295733,100,1,8,8.430501170257727,45,349,1,1,2,
3621,5,4211.144263786423,115,1,16,8.09146693468094,42,348,0,6,2,
3622,6,4481.283692384776,-20,0,4,8.00759416103363,70,321,2,3,2,
3623,8,2944.7495217823353,105,1,12,9.245009789466858,93,290,2,8,5,
3624,7,4918.996885052264,100,1,16,9.04667326728503,73,323,0,0,2,
3625,8,3578.479052612166,110,1,25,8.301124997536341,101,285,4,3,5,
3626,5,3849.225471295745,-20,0,11,8.189321737090747,45,349,1,2,1,
3627,6,4683.921652751374,100,1,8,8.139808538059393,68,317,2,9,2,
3628,9,4480.089053548014,-20,0,20,8.063835023194551,120,259,8,6,5,
3629,2,4880.02133912392,100,1,6,8.585380944410959,15,379,1,2,1,
3630,9,4067.2181684449893,-20,0,13,8.912416034191846,120,258,9,8,3,
3631,10,4304.138899402296,-20,0,4,8.54390358666579,151,227,12,4,4,
3632,10,5029.934612346725,-20,0,6,9.338703905840715,157,231,3,3,4,
3633,7,4374.825242658875,100,1,19,9.00163723796606,72,317,3,4,2,
3634,8,5204.480985789286,100,1,22,7.786355539361636,92,299,0,5,2,
3635,9,4656.282556564809,110,1,28,8.919863452712695,121,266,2,4,5,
3636,3,4290.5942602795685,105,1,12,8.56946208993594,16,377,0,5,0,
3637,8,5076.971149963333,100,1,22,8.88720544874668,87,296,3,8,4,
3638,6,2983.5567328005486,-20,0,10,8.28630406399568,70,318,5,1,4,
3639,4,4413.736109556069,110,1,11,8.360157092014948,30,361,2,4,1,
3640,9,5418.789557430714,-20,0,16,7.764065879484018,120,266,4,3,5,
3641,6,5241.535356095511,100,1,3,9.09215620537599,68,322,4,3,1,
3642,7,4549.607157149742,100,1,10,8.647848441104093,74,319,3,0,2,
3643,10,4814.940298561719,105,1,25,10.885792042414348,155,232,3,5,3,
3644,9,4712.75862500602,105,1,26,8.73320994064212,121,266,3,4,4,
3645,7,4534.121564542475,100,1,5,9.553746907114983,68,325,0,3,2,
3646,8,5022.955540766788,-20,0,14,9.563095830629269,90,295,7,0,6,
3647,8,5087.329459561999,-20,0,14,9.014023059904575,97,290,4,2,5,
3648,10,4833.051311711643,100,1,31,8.301352424621582,152,233,2,6,5,
3649,5,4424.279551084679,-20,0,12,8.48045065075159,45,343,4,4,2,
